ID,Name,LastName,AnimalName,PetType
1556,Violet,Rogers,Komodo dragon,Seal
1557,Benjamin,Watson,Emerald green tree boa,Desert tortoise
1558,Margaret,Reyes,Wombat,Eastern boa constrictor
1559,Benny,Collins,Brazilian tapir,Gila monster
1560,Helen,Gallacher,Eurasian beaver,Crested porcupine
1561,Henry,Dixon,Red Panda,Panda
1562,Jasmine,Flanders,Fringe-eared oryx,Wolverine
1563,Maddison,Burnley,Fly,Snake
1564,Tyson,Baldwin,Giant otter,Glossy ibis
1565,Miriam,Mcleod,Butterfly,Caribou
1566,Shelby,Forester,Burrowing owl,Galapagos albatross
1567,Gil,Kennedy,Groundhog,Frilled lizard
1568,Tess,Tutton,Gaur,Huron
1569,Tony,Andrews,Frilled lizard,Harbor seal
1570,Cedrick,Hogg,Common wolf,Gorilla
1571,Camden,Martin,Avocet,Gorilla
1572,Ilona,Turner,Great cormorant,Antelope
1573,Benjamin,Rowe,wasp,Arctic fox
1574,Jennifer,Stone,Harrie,FireFly
1575,Clint,Randall,African elephant,Coyote
1576,Tyler,Pearce,Gorilla,Indian mynah
1577,Johnny,Clarke,Bald Eagle,Panda
1578,Hayden,Mason,Herring gull,Sloth
1579,Chadwick,Hale,Common wolf,Jungle kangaroo
1580,John,Mcgregor,Hoary marmot,Bobcat
1581,Percy,Stewart,Galapagos penguin,Lemur
1582,Esmeralda,Kelly,Cheetah,Cattle egret
1583,Margot,Eddison,Antelope,Gila monster
1584,Dalia,Shaw,Antelope,Seal
1585,Chester,Osmond,Field flicker,Butterfly
1586,Lexi,Hewitt,Buttermilk snake,Cobra
1587,Julius,Chadwick,Chipmunk,Four-horned antelope
1588,Benny,Trent,Indian tree pie,Huron
1589,Iris,Nayler,Hottentot teal,Horned rattlesnake
1590,Owen,Khan,Great egret,Collared lizard
1591,Rosalyn,Lakey,Desert spiny lizard,Impala
1592,Anabelle,Collins,Dusky rattlesnake,Griffon vulture
1593,Willow,Mcgregor,Arctic fox,Blue catfish
1594,Henry,Lindsay,Ibex,Dog
1595,Esmeralda,Irwin,Eastern fox squirrel,African elephant
1596,Daniel,Thatcher,Egyptian goose,Eurasian hoopoe
1597,Johnathan,Rixon,Flightless cormorant,Sloth
1598,Bart,Asher,Indian mynah,Brown capuchin
1599,Ryan,Stanley,Black-tailed prairie dog,Hippopotamus
1600,Destiny,Hilton,Giant armadillo,Eagle owl
1601,Logan,Robertson,Hippopotamus,Harrie
1602,Ivy,Rees,Indian giant squirrel,Lion
1603,Kurt,Watson,Cobra,Brazilian tapir
1604,Kendra,Durrant,Blue shark,Cape fox
1605,Penelope,Johnson,Eurasian hoopoe,Cape cobra
1606,Ronald,Bryant,King vulture,Burrowing owl
1607,Lynn,Johnson,Helmeted guinea fowl,Arctic fox
1608,Maxwell,Gates,Common wolf,Owl
1609,Erick,Harrison,Collared lizard,Galah
1610,Chadwick,Bell,Baboon,Elephant
1611,Sarah,Wills,Fork-tailed drongo,Hanuman langur
1612,Leanne,Duvall,Kelp gull,Giraffe
1613,David,Morrow,Galapagos hawk,European badger
1614,Logan,Smith,Black-tailed deer,Indian leopard
1615,Roger,Warden,European shelduck,African elephant
1616,Bethany,Benfield,Harbor seal,Cape wild cat
1617,Davina,Higgs,Desert tortoise,Flightless cormorant
1618,Logan,Judd,Deer,Indian porcupine
1619,Britney,Sylvester,Ladybug,Fork-tailed drongo
1620,Caleb,Russell,Dama wallaby,Hamster
1621,Maxwell,Graham,Egyptian viper,Elephant
1622,Teagan,Carson,Catfish,Gaur
1623,Fred,Anderson,Eastern indigo snake,Egyptian viper
1624,Rufus,James,Weasel,Cape Barren goose
1625,Barry,Sherwood,Frilled dragon,Collared peccary
1626,Taylor,Dubois,Horned puffin,Crested barbet
1627,Manuel,Nobbs,Four-horned antelope,Common genet
1628,Cara,Vollans,Black-capped chickadee,Toucan
1629,Julian,Pond,Blue wildebeest,Sea Lion
1630,William,Barrett,Brazilian tapir,Field flicker
1631,Chuck,Price,Fossa,Toucan
1632,Chris,Callan,Calf,King cormorant
1633,Rocco,Dwyer,Desert tortoise,King cormorant
1634,Carrie,Antcliff,Caribou,Boar
1635,Martin,Russell,Killer whale,Galapagos dove
1636,Lillian,Thompson,Catfish,Gerenuk
1637,Adalind,Khan,Brown hyena,Common dolphin
1638,Mavis,Lindsay,European spoonbill,Giant otter
1639,Sonya,Jones,Galapagos hawk,Antelope
1640,Blake,Webster,Groundhog,Armadillo
1641,Margaret,Gosling,Great kiskadee,Fox
1642,Bethany,Walton,Penguin,Sloth
1643,Gabriel,Thornton,Alpaca,Blue peacock
1644,Jayden,Fall,Griffon vulture,Seal
1645,Rufus,Hopkinson,Gila monster,Collared lemming
1646,Beatrice,Brooks,Indian star tortoise,Kaffir cat
1647,Penny,Mcneill,Indian jackal,Caracal
1648,Cynthia,Hammond,Great kiskadee,Hottentot teal
1649,Eduardo,Warden,Bald Eagle,Hoary marmot
1650,Isabella,Stewart,Bushpig,Lemur
1651,Rosalyn,Hale,Sheep,Blue fox
1652,Hank,Roscoe,Alpaca,Sea Elephant
1653,Aleksandra,Edwards,Eurasian hoopoe,Chipmunk
1654,Russel,Eyres,Panda,Blue-tongued lizard
1655,Manuel,Hastings,Worm,Blue peacock
1656,Abdul,Hill,Dodo,Falcon
1657,Kieth,Flett,Black-capped chickadee,Chital
1658,Alba,Rainford,European badger,Crab
1659,Tom,Hope,Carmine bee-eater,Duck
1660,Blake,Plumb,Hedgedog,Eastern quoll
1661,Aileen,Smith,Dabchick,European red squirrel
1662,Marissa,Dowson,Groundhog,Dromedary camel
1663,Enoch,Gray,Cereopsis goose,Koala
1664,Caydence,Whatson,Golden eagle,Gerenuk
1665,Mara,Wren,Hanuman langur,Penguin
1666,Luna,Lewis,Cape cobra,Deer
1667,Russel,Rodgers,Fly,Wallaby
1668,Danny,Stevens,Horned lark,Blue peacock
1669,Grace,Parr,Crested porcupine,Carpet python
1670,Keira,Rodwell,Crested bunting,Avocet
1671,Enoch,Burge,Seal,Dromedary camel
1672,Helen,Bailey,Baboon,Falcon
1673,Jennifer,Wade,King cormorant,Killer whale
1674,Matthew,Gordon,Falcon,Hanuman langur
1675,Selena,Yoman,Great cormorant,Buttermilk snake
1676,Gil,Gray,Chipmunk,Zebu
1677,Luke,James,Lion,Elephant
1678,Emery,West,Collared lizard,King vulture
1679,Priscilla,Brett,Dama wallaby,Sea Lion
1680,Louise,Mould,Canadian river otter,Koala
1681,Matthew,Johnson,Brown hyena,Emu
1682,Jack,Mccormick,Indian mynah,Deer
1683,George,Verdon,Gerenuk,Common wombat
1684,Bryce,Addison,Boar,Hippopotamus
1685,Valerie,Gordon,Feral rock pigeon,Golden jackal
1686,Trisha,Osman,Black-footed ferret,Catfish
1687,Natalie,Stubbs,Wallaby,Cobra
1688,Barry,Bailey,Galapagos dove,Eastern indigo snake
1689,Morgan,Sherry,Feral rock pigeon,Capybara
1690,Jolene,Bryson,Bear,Giraffe
1691,Jack,Forester,eagle,Egyptian vulture
1692,Bryon,Page ,Chital,Kaffir cat
1693,Julius,Eastwood,Arctic fox,Egyptian viper
1694,Rick,Whitmore,Herring gull,Caracal
1695,Rihanna,Warden,Crested bunting,Wolverine
1696,Carrie,Farrell,Elephant,Koala
1697,Chad,Andrews,Giant anteater,Kelp gull
1698,Luke,Hunter,Great kiskadee,Penguin
1699,Louise,Ellis,Crab,Indian star tortoise
1700,Adina,Coates,Eastern diamondback rattlesnake,Burrowing owl
1701,Javier,Yarwood,Deer,Bobcat
1702,Johnathan,Ianson,Indian mynah,American buffalo
1703,Candace,Wade,Cheetah,Ladybug
1704,Livia,Stone ,European red squirrel,Kori bustard
1705,Marie,Funnell,Weasel,Clown Fish
1706,Cedrick,Hobson,Dassie,Eastern fox squirrel
1707,Jayden,Tennant,Great egret,Greater flamingo
1708,Harry,Hastings,Kaffir cat,King cormorant
1709,Maxwell,Harrison,Indian porcupine,Cobra
1710,Carter,Woods,European wild cat,Gerenuk
1711,Parker,Stevenson,Griffon vulture,Harbor seal
1712,Emely,Boyle,Huron,Chestnut weaver
1713,Alexander,Crawford,Giraffe,Ladybug
1714,Martin,Kaur,Gaur,Great horned owl
1715,Roger,Stuart,Giant armadillo,Kongoni
1716,Daron,Emmott,Koala,Great cormorant
1717,Audrey,Camden,Fat-tailed dunnart,Raccoon
1718,Kieth,Hammond,Giant otter,Harbor seal
1719,Anne,Powell,Eastern indigo snake,Black-tailed deer
1720,Colleen,Crawford,Collared lizard,Common green iguana
1721,Aiden,Durrant,Downy woodpecker,Frilled dragon
1722,Harvey,Davies,Gray rhea,Sparrow
1723,Wade,Knight,Four-horned antelope,Hawk-headed parrot
1724,Emma,Gates,Common zebra,Deer
1725,Barry,Abbot,Black-tailed prairie dog,European spoonbill
1726,Domenic,Clayton,Shirmp,Bald Eagle
1727,Lucy,Boyle,Black-tailed prairie dog,Capybara
1728,Zara,Crawford,African elephant,Yak
1729,Nate,Richards,Common pheasant,Gorilla
1730,Analise,Harris,Ladybug,Bushpig
1731,Chuck,Mcnally,squid,Toucan
1732,Carmella,Chester,Badger,Avocet
1733,Candice,Dunbar,Feral rock pigeon,Common pheasant
1734,Sarah,Walsh,Brown hyena,Wolverine
1735,Dakota,Potter,Fringe-eared oryx,Eastern cottontail rabbit
1736,Enoch,Kennedy,Hawk-headed parrot,Falcon
1737,Nathan,Walker,Galapagos dove,Great horned owl
1738,Cassandra,Dallas,Indian jackal,Blue catfish
1739,Zara,Villiger,Golden jackal,Puma
1740,Roger,Osmond,Calf,Arctic fox
1741,Tom,Yarlett,Crested bunting,Elephant
1742,Elijah,Thatcher,Wolf,Rat
1743,Bethany,Evans,Frilled lizard,Swan
1744,Ramon,Roberts,Eagle owl,Cobra
1745,Mona,Pond,Brown hyena,Kaffir cat
1746,Denny,Latham,Bald Eagle,Blue catfish
1747,Adalind,Dale,Glossy ibis,Eastern diamondback rattlesnake
1748,Karla,Villiger,Leopard,Fossa
1749,Carissa,Parker,Giant anteater,Albatross
1750,Hayden,Moreno,Black-tailed prairie dog,Gray duiker
1751,Harry,Maxwell,Common wombat,Dalmatian
1752,Leah,Power,Javanese cormorant,Hippopotamus
1753,Tony,Pond,Wolf,Rat
1754,Marilyn,Herbert,Burrowing owl,Dodo
1755,Andrea,Brock,Javanese cormorant,eagle
1756,Tess,Mcgee,Indian mynah,Komodo Dragon
1757,Denis,Egerton,Cape fox,Chicken
1758,Ryan,Janes,Clown Fish,Baboon
1759,Mark,Harris,Kori bustard,Ant
1760,Mara,Oswald,Egyptian vulture,Somali
1761,Boris,Carson,Zebra,Eastern indigo snake
1762,Martin,Power,Cape cobra,Kaffir cat
1763,Gwenyth,Rainford,Chacma baboon,FireFly
1764,Jayden,Grant,Vampire Bat,Gray duiker
1765,Erick,Santos,Emerald green tree boa,Galapagos sea lion
1766,Liam,Norburn,Fringe-eared oryx,Wolf
1767,Daphne,Tindall,Cape Barren goose,Giant heron
1768,Ramon,Windsor,Eastern white pelican,Helmeted guinea fowl
1769,Clint,Walsh,Blue-tongued lizard,Possum
1770,Marvin,Hope,Eastern indigo snake,Canadian river otter
1771,Janice,Andrews,Indian mynah,King cormorant
1772,Logan,Cunningham,Raccoon,Wolf
1773,David,Kennedy,Gila monster,Indian tree pie
1774,Nate,Snell,Brown capuchin,Blue-tongued lizard
1775,Stacy,Healy,European wild cat,Seal
1776,Bob,Higgs,Black-tailed deer,Galapagos mockingbird
1777,Gemma,Ward,Kaffir cat,Black-footed ferret
1778,Harry,Vincent,Fat-tailed dunnart,Common ringtail
1779,Drew,Vaughan,Dusky gull,Desert tortoise
1780,Enoch,James,Euro wallaby,Dassie
1781,Martha,Knight,Black-tailed deer,Blue peacock
1782,Caleb,Olivier,Hippopotamus,Bat
1783,Barry,Tait,squid,squid
1784,Marvin,Yarwood,Crested bunting,Common wolf
1785,Hope,Moreno,Common shelduck,Bushpig
1786,Erick,Dale,Feathertail glider,Jaguarundi
1787,Tony,Cattell,Clown Fish,Eurasian red squirrel
1788,Holly,Sherwood,Galapagos sea lion,Field flicker
1789,Doug,Edmonds,eagle,Indian tree pie
1790,Holly,Summers,Common pheasant,Baboon
1791,Candice,Thatcher,Eurasian beaver,Brazilian tapir
1792,Kieth,Parr,Hottentot teal,European stork
1793,Enoch,Woods,Coyote,Bald Eagle
1794,Carter,Collingwood,Cheetah,Chicken
1795,Marissa,Palmer,Polar Bear,Blue shark
1796,Elle,Poulton,Canadian river otter,Galapagos albatross
1797,Alessandra,Barclay,Common langur,Sea Lion
1798,Mark,Thompson,Vampire Bat,Bald Eagle
1799,Oliver,Niles,Jungle cat,Collared lemming
1800,Kaylee,Hunt,Ferret,Ibex
1801,Percy,Wright,Bush dog,Honey badger
1802,Hazel,Michael,Koala,Chacma baboon
1803,Erick,Potts,Indian star tortoise,Boar
1804,Charlotte,Hall,Chestnut weaver,Great horned owl
1805,Rosalyn,Forester,Indian peacock,Common wolf
1806,Karla,Walsh,Field flicker,Great horned owl
1807,Lucy,Warren,European stork,Fly
1808,Miriam,Locke,Flightless cormorant,Eastern diamondback rattlesnake
1809,Analise,Pierce,Buttermilk snake,Gray rhea
1810,Drew,Purvis,Indian peacock,Indian star tortoise
1811,Erin,Andersson,Common genet,Arctic fox
1812,Nate,Gallacher,Horse,Cape wild cat
1813,Noah,Redfern,Sea Elephant,Alpaca
1814,Bethany,Drew,King vulture,Jungle cat
1815,John,Gates,Zebu,Indian giant squirrel
1816,Nathan,Goldsmith,Gambels quail,Leopard
1817,Remy,Wright,Indian leopard,Ibex
1818,Harry,Kidd,Bald Eagle,Galah
1819,Belinda,Murphy,Brown pelican,Raccoon
1820,Jade,Hilton,Deer,Honey badger
1821,Nathan,Neal,Frilled lizard,Great cormorant
1822,Daron,Dillon,Sea Lion,Gila monster
1823,Bridget,Shea,Indian peacock,Dabchick
1824,Barry,Farmer,Common ringtail,Dog
1825,David,Mcgregor,Giraffe,Cape raven
1826,Alexander,Bristow,Komodo dragon,Glossy ibis
1827,Aiden,Bowen,Field flicker,Indian star tortoise
1828,Gwen,Casey,Hawk-headed parrot,Dog
1829,Tony,Flanders,Golden eagle,Antelope
1830,Liam,Shaw,Common pheasant,Buttermilk snake
1831,Hannah,Baldwin,Herring gull,Impala
1832,Matt,Drake,Desert tortoise,Giant otter
1833,Martin,Thomas,Ibex,Ant
1834,Molly,Crawford,Huron,Barking gecko
1835,Luke,Mcleod,European red squirrel,Blue peacock
1836,Harry,Eagle,Cape wild cat,Caribou
1837,Sebastian,Shaw,Lemur,Vampire Bat
1838,Beatrice,Hopkinson,California sea lion,Great egret
1839,Roger,Rivers,Common zebra,Hippopotamus
1840,Leroy,Farrell,Giant anteater,Indian star tortoise
1841,Adelaide,Dunbar,JellyFish,Badger
1842,Alice,Bingham,Polar Bear,Avocet
1843,Erick,Thorpe,Elephant,Eurasian hoopoe
1844,Bart,Norris,Cape cobra,Four-horned antelope
1845,Melania,Yard,Horned puffin,Eurasian red squirrel
1846,Bryon,Sanchez,Frilled lizard,Giraffe
1847,Charlize,Brown,Chital,Black-tailed prairie dog
1848,Ellen,Shields,Tree Frog,Fossa
1849,Ronald,Burnley,Blue shark,Glossy ibis
1850,Amy,Dempsey,Komodo dragon,Sea Lion
1851,Domenic,Evans,Galapagos hawk,Dalmatian
1852,Maya,Malone,Fork-tailed drongo,Eastern boa constrictor
1853,William,Ballard,Glossy ibis,Giant armadillo
1854,Chelsea,Quinnell,Lemur,squid
1855,Denny,Olivier,Weasel,Swan
1856,Alessandra,Sherwood,Indian jackal,Field flicker
1857,Melinda,Coll,Eastern indigo snake,Fly
1858,Madison,Lee,Chicken,Gila monster
1859,Russel,Hunt,Boar,Crested bunting
1860,Tony,Goodman,Kongoni,Cape cobra
1861,Jules,Calderwood,Galapagos penguin,Seal
1862,Shelby,Hill,Blue fox,Gorilla
1863,Harvey,Quinton,Eurasian red squirrel,Wolf
1864,Valerie,Wigley,Cormorant,Eastern boa constrictor
1865,Javier,Locke,Common seal,Common zebra
1866,Michelle,Nelson,Hippopotamus,African lion
1867,Marigold,Simpson,Chacma baboon,Crab
1868,Ron,Mullins,Armadillo,Goliath heron
1869,Bryon,Varley,Hawk-headed parrot,Giant anteater
1870,Luke,Fowler,European wild cat,Horned lark
1871,Alexander,Ramsey,Cormorant,Brown lemur
1872,Celia,Phillips,Hawk-headed parrot,Alpaca
1873,Leroy,Asher,Huron,Dabchick
1874,Daniel,Wood,Gray langur,Collared lemming
1875,Priscilla,Eagle,Field flicker,Grizzly bear
1876,Benny,Craig,Penguin,Gila monster
1877,Julian,Morgan,Bobcat,Arctic fox
1878,Cara,Nicholls,Polar Bear,Worm
1879,Ramon,Fisher,Horned rattlesnake,Eurasian beaver
1880,Tara,Hale,Fringe-eared oryx,Bushpig
1881,Amy,Hancock,Donkey,Great kiskadee
1882,Martin,Callan,Indian porcupine,Blue peacock
1883,Mayleen,Shepherd,Desert tortoise,Common ringtail
1884,Ron,Pickard,Horned rattlesnake,Kongoni
1885,Julian,Gibbons,Calf,Toucan
1886,Mina,Everett,Bobcat,Ferruginous hawk
1887,Mark,Needham,Golden jackal,Emerald green tree boa
1888,Percy,Funnell,Giant anteater,Galapagos sea lion
1889,Alan,Tindall,Komodo Dragon,Indian tree pie
1890,Rick,Faulkner,Fork-tailed drongo,Galah
1891,Dalia,Whittle,Canada goose,Avocet
1892,Daniel,Varley,Sea Elephant,Egyptian viper
1893,Lucas,Powell,Galapagos mockingbird,Galapagos dove
1894,Rocco,Lane,Dalmatian,Ladybug
1895,Gabriel,Jenkins,Coyote,Vampire Bat
1896,Marina,Varley,Baboon,Gray langur
1897,Aiden,Martin,Black-capped chickadee,Gray rhea
1898,Marie,Franks,Galapagos hawk,Sea Elephant
1899,Evie,Ebbs,Duck,Eagle owl
1900,Maia,Wright,Swan,Egyptian vulture
1901,Tom,Harper,Frilled lizard,Worm
1902,Carissa,Aldridge,Leopard,Bison
1903,Janice,Fleming,Comb duck,Goliath heron
1904,Gabriel,Giles,Crested bunting,Kelp gull
1905,Isabel,Randall,Turkey,Greater flamingo
1906,Diane,Drummond,Zebra,Mouse
1907,Vivian,Harrington,Kongoni,Canadian river otter
1908,Carol,King,Penguin,Bear
1909,Penny,Hooper,Koala,Hawk-headed parrot
1910,Josh,Partridge,Dog,Burrowing owl
1911,Angelina,Eddison,Monkey,Chestnut weaver
1912,Phoebe,Lunt,Cereopsis goose,Kori bustard
1913,Marie,Graham,Comb duck,Gray langur
1914,Celina,Shaw,Avocet,Eastern boa constrictor
1915,Evie,Shaw,Galapagos sea lion,Great white pelican
1916,Trisha,Reynolds,Komodo Dragon,Collared peccary
1917,Barney,Brock,Black-tailed prairie dog,Galapagos albatross
1918,Daniel,Windsor,Lion,Fat-tailed dunnart
1919,Julian,Flett,Crab,Kiwi
1920,Bob,Booth,Clown Fish,Emerald green tree boa
1921,Rhea,Douglas,Black rhinoceros,Chicken
1922,Destiny,Jarvis,Javan gold-spotted mongoose,Cape fox
1923,Zara,Rixon,Indian jackal,Galapagos tortoise
1924,Tyler,Roman,Gila monster,Dodo
1925,Elijah,Thorpe,Possum,Crested porcupine
1926,Elijah,Cann,Canadian river otter,Field flicker
1927,Emerald,Miller,Great egret,Goliath heron
1928,Maxwell,Simpson,Blue catfish,Chicken
1929,Scarlett,Uddin,Jungle kangaroo,Eastern grey kangaroo
1930,Sabrina,Walton,Black-footed ferret,Snake
1931,Greta,Shea,FireFly,Burrowing owl
1932,Mavis,Ripley,Kudu,Indian star tortoise
1933,Parker,Santos,Wombat,Jaguarundi
1934,Emery,Uttley,Mouse,Field flicker
1935,Chester,Russell,Javanese cormorant,Fairy penguin
1936,Katelyn,Fenton,Horned rattlesnake,Raccoon
1937,Summer,Brock,Harrie,Leopard
1938,Harvey,Dowson,European spoonbill,Indian porcupine
1939,Mya,Thomson,Swan,Blue duck
1940,Adina,Olivier,Crab,Canada goose
1941,Eduardo,Holt,Buttermilk snake,Cape fox
1942,Denny,Emmott,Eagle owl,Barking gecko
1943,Abbey,Woodcock,Frilled dragon,Fork-tailed drongo
1944,Dalia,Vangness,Eagle owl,Egyptian goose
1945,Barry,Redwood,Golden eagle,Impala
1946,Benjamin,Barrett,Dromedary camel,Boar
1947,Owen,Hunter,Indian jackal,Hottentot teal
1948,Tyler,Chappell,Kaffir cat,Deer
1949,Kassandra,White,Field flicker,Cape cobra
1950,Sebastian,Davies,Burrowing owl,Sea Elephant
1951,Nathan,Thomas,Duck,Shirmp
1952,Amy,Rainford,Bat,Vulture
1953,Mackenzie,Briggs,Hottentot teal,eagle
1954,Julianna,Harris,Brazilian tapir,Armadillo
1955,Eduardo,Rycroft,Euro wallaby,Galapagos albatross
1956,Michaela,Brown,Common genet,Sloth
1957,Ellen,Allcott,Ladybug,Indian jackal
1958,Shelby,Cadman,Fossa,Baboon
1959,Marina,Cooper,Blue-tongued lizard,Calf
1960,Nathan,Knight,Eastern grey kangaroo,Somali
1961,Fiona,Drew,Fly,Sloth
1962,Matt,Robinson,Weasel,Badger
1963,Nathan,Lindsay,JellyFish,Vulture
1964,Hailey,Crawford,Cape raven,Owl
1965,Denis,Camden,Glossy ibis,Monkey
1966,Freya,Farmer,Hamster,Common duiker
1967,Javier,Tait,Chipmunk,Indian star tortoise
1968,Benny,Cartwright,Dalmatian,Field flicker
1969,Maxwell,Welsch,Herring gull,Wolf
1970,Manuel,Flynn,Field flicker,Sparrow
1971,Elijah,James,Eastern indigo snake,Mouse
1972,Nicholas,Murphy,Possum,Mouse
1973,Chuck,Attwood,Ferret,Great egret
1974,Jack,Chappell,Kinkajou,Badger
1975,Leslie,Ellery,Horse,Kori bustard
1976,Alexa,Gardner,Common pheasant,Leopard
1977,Cynthia,Marshall,Field flicker,Eurasian red squirrel
1978,Liliana,Shepherd,Galapagos hawk,Brown hyena
1979,Luke,Osmond,Blue duck,Kori bustard
1980,Daniel,Keys,Jungle kangaroo,Avocet
1981,Nick,Emmott,Baboon,Bushpig
1982,Roger,Varndell,Flightless cormorant,Crested barbet
1983,Tess,Webster,Cheetah,California sea lion
1984,Danny,Robertson,Black-tailed prairie dog,Great egret
1985,Alba,Page ,Sheep,Arctic fox
1986,Phoebe,Varley,Ladybug,squid
1987,Bree,Tyrrell,Canada goose,Kinkajou
1988,Christine,Clarke,Cape raven,Blue-tongued lizard
1989,Isabel,Booth,Dabchick,Rat
1990,Bryon,Stanton,Lion,Eagle owl
1991,Luke,Campbell,Great kiskadee,Fly
1992,Rihanna,Addis,Scorpion,Galapagos albatross
1993,Camellia,Moss,Cereopsis goose,Javan gold-spotted mongoose
1994,Mike,Styles,Horned lark,Jungle cat
1995,Lucas,Devonport,Crab,Harrie
1996,Ema,Exton,Snake,Gorilla
1997,Skylar,Forth,Gaur,Wolf
1998,Joseph,Veale,squid,Penguin
1999,Bob,Aldridge,Dassie,Harbor seal
2000,Peyton,Hastings,Tree Frog,Black-tailed prairie dog
2001,Mavis,Drake,Deer,Caribou
2002,Valentina,Graves,Eastern grey kangaroo,Weasel
2003,Alan,Corbett,Indian tree pie,Ladybug
2004,Nina,Harris,Comb duck,Black spider monkey
2005,Kieth,Cadman,Bear,Galapagos albatross
2006,Dakota,Plumb,Sloth,Elephant
2007,Rocco,Wallace,Crested bunting,Blue fox
2008,Julian,Garner,Capybara,Ferruginous hawk
2009,Evie,Janes,Baboon,Common genet
2010,Tyson,Matthews,Common pheasant,Panda
2011,Analise,Utterson,Blue duck,Sparrow
2012,Javier,Waterson,Somali,Bison
2013,Cristal,Denton,Clown Fish,Caracal
2014,Aiden,Hopkins,Indian porcupine,Eastern indigo snake
2015,Belinda,Nanton,Worm,Collared lizard
2016,Anabelle,Noon,Armadillo,Indian star tortoise
2017,David,Willson,Eurasian hoopoe,Gray langur
2018,Gladys,Booth,Indian tree pie,Jabiru stork
2019,Harvey,Allen,Jungle cat,Black-tailed prairie dog
2020,Natalie,Armstrong,Black-footed ferret,Greater flamingo
2021,Isabella,Marshall,Lion,Crested porcupine
2022,Jolene,Dempsey,Hippopotamus,Arctic fox
2023,Kassandra,Samuel,Carpet python,Galah
2024,Marjorie,Umney,Dusky rattlesnake,Blue duck
2025,John,Eaton,Greater flamingo,Japanese macaque
2026,Kamila,Edwards,King vulture,Frilled dragon
2027,Camila,Wigley,Wolverine,Common wombat
2028,Rosa,Reese,Impala,Cheetah
2029,Anthony,Terry,Harrie,Indian porcupine
2030,Angela,Bullock,Blue peacock,Golden jackal
2031,Katelyn,Dwyer,Bat,Honey badger
2032,Erin,Stanton,Dog,Golden jackal
2033,Blake,Chapman,Elephant,King cormorant
2034,Wade,Wood,Canada goose,Common zebra
2035,Kurt,Murphy,Honey badger,Ant
2036,Javier,Cavanagh,Chestnut weaver,Burrowing owl
2037,Juliette,May,Komodo Dragon,Zebra
2038,Eryn,Whitehouse,Huron,Catfish
2039,Sebastian,Speed,Dalmatian,Collared lizard
2040,Miley,Vollans,African lion,Crested bunting
2041,Harry,Oliver,Canada goose,California sea lion
2042,Carl,Quinnell,Panda,Canadian river otter
2043,Aiden,Morrow,Canada goose,Egyptian viper
2044,Morgan,Gardner,Kudu,Giant armadillo
2045,Matthew,Duvall,Goliath heron,Carmine bee-eater
2046,Wade,Forth,Emerald green tree boa,Snake
2047,Mark,Randall,European beaver,Bear
2048,Matthew,Redfern,Killer whale,Great cormorant
2049,Callie,Taylor,Gerenuk,Sloth
2050,Cassandra,Hewitt,Huron,Black-footed ferret
2051,Julianna,Young,Crested porcupine,Eastern boa constrictor
2052,Caleb,Evans,Hanuman langur,Hanuman langur
2053,Zoe,Fields,Black spider monkey,Turkey
2054,Carolyn,Addison,eagle,Grizzly bear
2055,Rufus,Gavin,Antelope,Desert spiny lizard
2056,Sara,Furnell,Ibex,Grizzly bear
2057,Chester,Stewart,Black-footed ferret,European red squirrel
2058,Kurt,Rowe,Rat,Deer
2059,Eileen,Clifton,Chipmunk,Great cormorant
2060,Chuck,Flett,Indian tree pie,Hoary marmot
2061,Leanne,Roscoe,Gray rhea,Collared lemming
2062,Roger,Rehman,Hottentot teal,Collared lemming
2063,Nate,Selby,Brazilian tapir,Armadillo
2064,Brad,Rust,Capybara,Eastern cottontail rabbit
2065,Charlotte,Gibbons,Frilled dragon,Seal
2066,Samara,Vallory,Common genet,Swan
2067,Lucas,Bryson,Canada goose,Golden jackal
2068,Havana,Forester,eagle,Egyptian viper
2069,Gabriel,Ventura,Burrowing owl,Gray heron
2070,Alan,Emerson,Eastern indigo snake,Eastern quoll
2071,Greta,Rossi,Indian leopard,Feral rock pigeon
2072,Christy,Carson,Giraffe,Rat
2073,Jacob,Phillips,Flightless cormorant,Gila monster
2074,Hadley,Snow,Leopard,Albatross
2075,Camila,Rose,European red squirrel,American buffalo
2076,Maria,Jennson,Somali,Vampire Bat
2077,Daron,Ross,Wallaby,Sea Elephant
2078,Harriet,Douglas,Vulture,Golden eagle
2079,Carrie,Edler,Emerald green tree boa,Elephant
2080,Bryon,Lloyd,European beaver,Bush dog
2081,Liv,Widdows,Indian star tortoise,Shirmp
2082,Sebastian,Cadman,Canada goose,Eastern fox squirrel
2083,Jacob,Murphy,Crested bunting,Mouse
2084,Sebastian,Bentley,King vulture,Capybara
2085,Joyce,Trent,Kudu,Brown capuchin
2086,Maia,Rodgers,Eagle owl,Eastern boa constrictor
2087,Eve,Darcy,Avocet,Cat
2088,Tara,Gosling,Gerenuk,Koala
2089,Maxwell,Brown,Dog,Cape Barren goose
2090,Carl,Graham,Common seal,Dalmatian
2091,Helen,Huggins,Desert spiny lizard,Javan gold-spotted mongoose
2092,Dalia,Fox,JellyFish,Leopard
2093,Sharon,Egerton,Common wombat,Gray langur
2094,Daniel,Jones,Crab,Somali
